area;tegnologia;defecto;causa;division;proyecto
DIAGNOSTICO ;RETRABAJO;DEFECTO COSMETICO;;MANO DE OBRA;EPSILON FAMILIA 2
DIAGNOSTICO ;RETRABAJO;MAL ENSAMBLADA ;;MANO DE OBRA;EPSILON FAMILIA 2
DIAGNOSTICO ;RETRABAJO;MAL FLUJO;;METODO;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CALIBRACION DE IMPRESORA ;;METODO;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CAMBIO DE INGENIERIA ;;METODO;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CAMBIO DE SOFTWARE;;METODO;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;COMPONENTE FRACTURADO;;MAQUINA;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;DATA MATRIX ILEGIBLE;;METODO;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;ERROR DE FLLUJO;;MANO DE OBRA;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;FALLA FUNCIONAL;;MAQUINA;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MATERIAL OBSOLETO;;METODO;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MUESTRA DE ORO DAÑADA ;;METODO;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MUESTRAS CADUCAS;;METODO;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;EXCESO DE PASS-COUNT;;METODO;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;SIN EVIDENCIA DE PIN ;;MAQUINA;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;SIN PRUEBA ANTERIOR;;METODO;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD DAÑADA;;MAQUINA;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD DE PRUEBAS ;;METODO;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD GOLPEADA ;;MANO DE OBRA;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD CAIDA AL PISO;;METODO;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CARCASA ABIERTA;;MANO DE OBRA;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CARCASA QUEBRADA;;MANO DE OBRA;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CARCASA RAYADA;;MANO DE OBRA;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CARCAZA DAÑADA ;;MANO DE OBRA;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MAL ENSAMBLADA ;;MANO DE OBRA;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MAL FLUJO;;MANO DE OBRA;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD GOLPEADA;;MANO DE OBRA;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;EMPAQUE;SIN PRUEBA ANTERIOR;;METODO;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;EMPAQUE;EXCESO DE PASS-COUNT;;METODO;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;EMPAQUE;MAL MANEJO;;MANO DE OBRA;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;EMPAQUE;NO LEE DATA MATRIZ;;MAQUINA;EPSILON FAMILIA 2
BACKEND/ENSAMBLE FINAL;EMPAQUE;UNIDAD CAIDA AL PISO;;METODO;EPSILON FAMILIA 2
DIAGNOSTICO ;RETRABAJO;RETRABAJO;;MANO DE OBRA;EPSILON FAMILIA 2
SMD;ASYS;CAMBIO DE INGENIERIA ;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;ASYS;COBRE EXPUESTO;;METODO;EPSILON FAMILIA 3
SMD;ASYS;COMPONENTE ARRANCADO;;MAQUINA;EPSILON FAMILIA 3
SMD;ASYS;COMPONENTE FRACTURADO;;MAQUINA;EPSILON FAMILIA 3
SMD;ASYS;CONTAMINACION;;MAQUINA;EPSILON FAMILIA 3
SMD;ASYS;ERROR DE OPERACION ;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;ASYS;INDICE VIEJO ;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;ASYS;MAL MANEJO;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;ASYS;PANEL ABORTADO;;METODO;EPSILON FAMILIA 3
SMD;ASYS;PANEL ATORADO;;MAQUINA;EPSILON FAMILIA 3
SMD;ASYS;PANEL ENCIMADO;;MAQUINA;EPSILON FAMILIA 3
SMD;ASYS;PANEL QUEBRADO;;METODO;EPSILON FAMILIA 3
SMD;ASYS;UNIDAD CAIDA AL PISO;;METODO;EPSILON FAMILIA 3
SMD;ASYS;UNIDAD DAÑADA;;MAQUINA;EPSILON FAMILIA 3
SMD;ASYS;UNIDAD GOLPEADA;;MAQUINA;EPSILON FAMILIA 3
SMD;DEK;BARRIDA;;MAQUINA;EPSILON FAMILIA 3
SMD;DEK;COBRE EXPUESTO;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;DEK;CONTAMINACION;;METODO;EPSILON FAMILIA 3
SMD;DEK;CORTOS;;MAQUINA;EPSILON FAMILIA 3
SMD;DEK;DATA MATRIX DESPLAZADO ;;MAQUINA;EPSILON FAMILIA 3
SMD;DEK;DATA MATRIX ILEGIBLE;;MAQUINA;EPSILON FAMILIA 3
SMD;DEK;DATA MATRIX INCORRECTO;;METODO;EPSILON FAMILIA 3
SMD;DEK;DATA MATRIX MAL IMPRESO;;MAQUINA;EPSILON FAMILIA 3
SMD;DEK;FALLA DE VISION ;;MAQUINA;EPSILON FAMILIA 3
SMD;DEK;MAL FLUJO;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;DEK;IMPRESION DESPLAZADA;;MAQUINA;EPSILON FAMILIA 3
SMD;DEK;INSUFICIENCIA;;MAQUINA;EPSILON FAMILIA 3
SMD;DEK;PANEL ABORTADO;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;DEK;PANEL ATORADO;;MAQUINA;EPSILON FAMILIA 3
SMD;DEK;PANEL ENCIMADO;;MAQUINA;EPSILON FAMILIA 3
SMD;DEK;PANEL QUEBRADO;;MAQUINA;EPSILON FAMILIA 3
SMD;DEK;PASTA ALTA;;MAQUINA;EPSILON FAMILIA 3
SMD;DEK;UNIDAD CAIDA AL PISO;;METODO;EPSILON FAMILIA 3
SMD;SIPLACE;ADICIONALES;;MAQUINA;EPSILON FAMILIA 3
SMD;SIPLACE;BARRIDA;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;SIPLACE;CANTO;;MAQUINA;EPSILON FAMILIA 3
SMD;SIPLACE;COBRE EXPUESTO;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;SIPLACE;COMP INVERTIDO;;METODO;EPSILON FAMILIA 3
SMD;SIPLACE;COMPONENTE DE CABEZA;;MAQUINA;EPSILON FAMILIA 3
SMD;SIPLACE;COMPONENTE ELEVADO;;MAQUINA;EPSILON FAMILIA 3
SMD;SIPLACE;COMPONENTE EQUIVOCADO;;METODO;EPSILON FAMILIA 3
SMD;SIPLACE;COMPONENTE FRACTURADO;;MAQUINA;EPSILON FAMILIA 3
SMD;SIPLACE;COMPONENTE GIRADO ;;MAQUINA;EPSILON FAMILIA 3
SMD;SIPLACE;COMPONENTE MAL COLOCADO;;MAQUINA;EPSILON FAMILIA 3
SMD;SIPLACE;CONTAMINACION;;MAQUINA;EPSILON FAMILIA 3
SMD;SIPLACE;DESPLAZADOS;;MAQUINA;EPSILON FAMILIA 3
SMD;SIPLACE;FALLA DE VISION ;;MAQUINA;EPSILON FAMILIA 3
SMD;SIPLACE;FALTANTE;;MAQUINA;EPSILON FAMILIA 3
SMD;SIPLACE;FEEDER DAÑADO;;MAQUINA;EPSILON FAMILIA 3
SMD;SIPLACE;MAL FLUJO;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;SIPLACE;PANEL ABORTADO;;MAQUINA;EPSILON FAMILIA 3
SMD;SIPLACE;PANEL ATORADO;;MAQUINA;EPSILON FAMILIA 3
SMD;SIPLACE;PANEL ENCIMADO;;MAQUINA;EPSILON FAMILIA 3
SMD;SIPLACE;PANEL QUEBRADO;;MAQUINA;EPSILON FAMILIA 3
SMD;SIPLACE;TOMBSTONE;;MAQUINA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;BARRIDA;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;CANTO;;METODO;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;COBRE EXPUESTO;;MAQUINA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;COMPONENTE ELEVADO;;MAQUINA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;COMPONENTE FRACTURADO;;MAQUINA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;COMPONENTE GIRADO ;;MAQUINA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;CONTAMINACION;;MAQUINA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;CORTOS;;MAQUINA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;DESPLAZADOS;;MAQUINA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;DESPLAZADOS PO GUIA CENTRAL;;MAQUINA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;PANEL ABORTADO;;METODO;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;PANEL ATORADO;;MAQUINA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;PANEL ENCIMADO;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;PANEL QUEBRADO;;MAQUINA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;PANEL QUEMADO;;MAQUINA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;PASTA SIN REFLUIR;;MAQUINA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;TOMBSTONE;;MAQUINA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;UNIDAD QUEMADA;;MAQUINA;EPSILON FAMILIA 3
SMD;HORNO DE REFLUJO;UNIDAD CAIDA EN HORNO;;MAQUINA;EPSILON FAMILIA 3
SMD;AOI;COBRE EXPUESTO;;MAQUINA;EPSILON FAMILIA 3
SMD;AOI;CONTAMINACION;;MAQUINA;EPSILON FAMILIA 3
SMD;AOI;DATA MATRIX ILEGIBLE;;MAQUINA;EPSILON FAMILIA 3
SMD;AOI;FALLA DE VISION ;;MAQUINA;EPSILON FAMILIA 3
SMD;AOI;INDICE VIEJO ;;METODO;EPSILON FAMILIA 3
SMD;AOI;PANEL ABORTADO;;MAQUINA;EPSILON FAMILIA 3
SMD;AOI;PANEL ATORADO;;MAQUINA;EPSILON FAMILIA 3
SMD;AOI;PANEL ENCIMADO;;MAQUINA;EPSILON FAMILIA 3
SMD;AOI;PANEL QUEBRADO;;MAQUINA;EPSILON FAMILIA 3
SMD;AOI;UNIDAD CAIDA AL PISO;;MAQUINA;EPSILON FAMILIA 3
SMD;DESPANALIZADO ;MAL DESPANELIZADA;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;DESPANALIZADO ;UNIDAD CAIDA AL PISO;;METODO;EPSILON FAMILIA 3
SMD;DESPANALIZADO;UNIDAD DAÑADA;;MAQUINA;EPSILON FAMILIA 3
SMD;MOTOR PIN-PRESS;UNIDAD CAIDA AL PISO;;METODO;EPSILON FAMILIA 3
SMD;MOTOR PIN-PRESS;UNIDAD DAÑADA;;MAQUINA;EPSILON FAMILIA 3
SMD;MOTOR PIN-PRESS;UNIDAD MAL PRENSADA;;MAQUINA;EPSILON FAMILIA 3
SMD;MOTOR PIN-PRESS;PCB DAÑADO;;MAQUINA;EPSILON FAMILIA 3
SMD;MOTOR PIN-PRESS;COMPONENTE FRACTURADO;;MAQUINA;EPSILON FAMILIA 3
SMD;MOTOR PIN-PRESS;MAL FLUJO;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;MOTOR PIN-PRESS;UNIDAD CAIDA AL PISO;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;MOTOR PIN-PRESS;UNIDAD GOLPEADA;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;MOTOR PIN-PRESS;MOTOR MAL PRENSADO;;MAQUINA;EPSILON FAMILIA 3
SMD;ICT;COMPONENTE FRACTURADO;;MAQUINA;EPSILON FAMILIA 3
SMD;ICT;CONTAMINACION;;MAQUINA;EPSILON FAMILIA 3
SMD;ICT;DATA MATRIX ILEGIBLE;;MAQUINA;EPSILON FAMILIA 3
SMD;ICT;EXCESO DE PASS-COUNT;;METODO;EPSILON FAMILIA 3
SMD;ICT;MAL FLUJO;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;ICT;SIN INTERLOCKING;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;ICT;SIN PRUEBA ANTERIOR;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;ICT;UNIDAD CAIDA AL PISO;;METODO;EPSILON FAMILIA 3
SMD;ICT;UNIDAD DAÑADA;;MAQUINA;EPSILON FAMILIA 3
SMD;ICT;UNIDAD GOLPEADA;;METODO;EPSILON FAMILIA 3
SMD;PRUEBA FUNCIONAL;COMPONENTE FRACTURADO;;METODO;EPSILON FAMILIA 3
SMD;PRUEBA FUNCIONAL;CONTAMINACION;;MAQUINA;EPSILON FAMILIA 3
SMD;PRUEBA FUNCIONAL;DATA MATRIX ILEGIBLE;;MAQUINA;EPSILON FAMILIA 3
SMD;PRUEBA FUNCIONAL;EXCESO DE PASS-COUNT;;METODO;EPSILON FAMILIA 3
SMD;PRUEBA FUNCIONAL;MAL FLUJO;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;PRUEBA FUNCIONAL;SIN INTERLOCKING;;MAQUINA;EPSILON FAMILIA 3
SMD;PRUEBA FUNCIONAL;SIN PRUEBA ANTERIOR;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;PRUEBA FUNCIONAL;UNIDAD CAIDA AL PISO;;METODO;EPSILON FAMILIA 3
SMD;PRUEBA FUNCIONAL;UNIDAD DAÑADA;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;PRUEBA FUNCIONAL;UNIDAD GOLPEADA;;METODO;EPSILON FAMILIA 3
DIAGNOSTICO ;RETRABAJO;CAMBIO DE INGENIERIA ;;METODO;EPSILON FAMILIA 3
DIAGNOSTICO ;RETRABAJO;CAMBIO DE LAYOUT;;METODO;EPSILON FAMILIA 3
DIAGNOSTICO ;RETRABAJO;MASCARA ABIERTA;;MANO DE OBRA;EPSILON FAMILIA 3
DIAGNOSTICO ;RETRABAJO;MASCARA QUEBRADA;;MANO DE OBRA;EPSILON FAMILIA 3
DIAGNOSTICO ;RETRABAJO;LENTE RAYADA;;MANO DE OBRA;EPSILON FAMILIA 3
DIAGNOSTICO ;RETRABAJO;MASCARA DAÑADA ;;MANO DE OBRA;EPSILON FAMILIA 3
DIAGNOSTICO ;RETRABAJO;ETIQUETA ILEGIBLE;;MAQUINA;EPSILON FAMILIA 3
DIAGNOSTICO ;RETRABAJO;ETIQUETA INCORRECTA;;MANO DE OBRA;EPSILON FAMILIA 3
DIAGNOSTICO ;RETRABAJO;ETIQUETA MAL IMPRESO;;MAQUINA;EPSILON FAMILIA 3
DIAGNOSTICO ;RETRABAJO;DEFECTO COSMETICO;;MANO DE OBRA;EPSILON FAMILIA 3
DIAGNOSTICO ;RETRABAJO;MAL ENSAMBLADA ;;MANO DE OBRA;EPSILON FAMILIA 3
DIAGNOSTICO ;RETRABAJO;MAL FLUJO;;METODO;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CALIBRACION DE IMPRESORA ;;METODO;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CAMBIO DE INGENIERIA ;;METODO;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CAMBIO DE SOFTWARE;;METODO;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;COMPONENTE FRACTURADO;;MAQUINA;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;DATA MATRIX ILEGIBLE;;METODO;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;ERROR DE FLLUJO;;MANO DE OBRA;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;FALLA FUNCIONAL;;MAQUINA;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MATERIAL OBSOLETO;;METODO;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MUESTRA DE ORO DAÑADA ;;METODO;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MUESTRAS CADUCAS;;METODO;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;EXCESO DE PASS-COUNT;;METODO;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;SIN EVIDENCIA DE PIN ;;MAQUINA;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;SIN PRUEBA ANTERIOR;;METODO;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD DAÑADA;;MAQUINA;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD DE PRUEBAS ;;METODO;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD GOLPEADA ;;MANO DE OBRA;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD CAIDA AL PISO;;METODO;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CARCASA ABIERTA;;MANO DE OBRA;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CARCASA QUEBRADA;;MANO DE OBRA;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CARCASA RAYADA;;MANO DE OBRA;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;CARCAZA DAÑADA ;;MANO DE OBRA;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MAL ENSAMBLADA ;;MANO DE OBRA;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;MAL FLUJO;;MANO DE OBRA;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;PRUEBA FINAL;UNIDAD GOLPEADA;;MANO DE OBRA;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;EMPAQUE;SIN PRUEBA ANTERIOR;;METODO;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;EMPAQUE;EXCESO DE PASS-COUNT;;METODO;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;EMPAQUE;MAL MANEJO;;MANO DE OBRA;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;EMPAQUE;NO LEE DATA MATRIZ;;MAQUINA;EPSILON FAMILIA 3
BACKEND/ENSAMBLE FINAL;EMPAQUE;UNIDAD CAIDA AL PISO;;METODO;EPSILON FAMILIA 3
DIAGNOSTICO ;RETRABAJO;RETRABAJO;;MANO DE OBRA;EPSILON FAMILIA 3
SMD;ASYS;CAMBIO DE INGENIERIA ;;MANO DE OBRA;BMW
SMD;ASYS;COBRE EXPUESTO;;METODO;BMW
SMD;ASYS;COMPONENTE ARRANCADO;;MAQUINA;BMW
SMD;ASYS;COMPONENTE FRACTURADO;;MAQUINA;BMW
SMD;ASYS;CONTAMINACION;;MAQUINA;BMW
SMD;ASYS;ERROR DE OPERACION ;;MANO DE OBRA;BMW
SMD;ASYS;INDICE VIEJO ;;MANO DE OBRA;BMW
SMD;ASYS;MAL MANEJO;;MANO DE OBRA;BMW
SMD;ASYS;PANEL ABORTADO;;METODO;BMW
SMD;ASYS;PANEL ATORADO;;MAQUINA;BMW
SMD;ASYS;PANEL ENCIMADO;;MAQUINA;BMW
SMD;ASYS;PANEL QUEBRADO;;METODO;BMW
SMD;ASYS;UNIDAD CAIDA AL PISO;;METODO;BMW
SMD;ASYS;UNIDAD DAÑADA;;MAQUINA;BMW
SMD;ASYS;UNIDAD GOLPEADA;;MAQUINA;BMW
SMD;DEK;BARRIDA;;MAQUINA;BMW
SMD;DEK;COBRE EXPUESTO;;MANO DE OBRA;BMW
SMD;DEK;CONTAMINACION;;METODO;BMW
SMD;DEK;CORTOS;;MAQUINA;BMW
SMD;DEK;DATA MATRIX DESPLAZADO ;;MAQUINA;BMW
SMD;DEK;DATA MATRIX ILEGIBLE;;MAQUINA;BMW
SMD;DEK;DATA MATRIX INCORRECTO;;METODO;BMW
SMD;DEK;DATA MATRIX MAL IMPRESO;;MAQUINA;BMW
SMD;DEK;FALLA DE VISION ;;MAQUINA;BMW
SMD;DEK;MAL FLUJO;;MANO DE OBRA;BMW
SMD;DEK;IMPRESION DESPLAZADA;;MAQUINA;BMW
SMD;DEK;INSUFICIENCIA;;MAQUINA;BMW
SMD;DEK;PANEL ABORTADO;;MANO DE OBRA;BMW
SMD;DEK;PANEL ATORADO;;MAQUINA;BMW
SMD;DEK;PANEL ENCIMADO;;MAQUINA;BMW
SMD;DEK;PANEL QUEBRADO;;MAQUINA;BMW
SMD;DEK;PASTA ALTA;;MAQUINA;BMW
SMD;DEK;UNIDAD CAIDA AL PISO;;METODO;BMW
SMD;SIPLACE;ADICIONALES;;MAQUINA;BMW
SMD;SIPLACE;BARRIDA;;MANO DE OBRA;BMW
SMD;SIPLACE;CANTO;;MAQUINA;BMW
SMD;SIPLACE;COBRE EXPUESTO;;MANO DE OBRA;BMW
SMD;SIPLACE;COMP INVERTIDO;;METODO;BMW
SMD;SIPLACE;COMPONENTE DE CABEZA;;MAQUINA;BMW
SMD;SIPLACE;COMPONENTE ELEVADO;;MAQUINA;BMW
SMD;SIPLACE;COMPONENTE EQUIVOCADO;;METODO;BMW
SMD;SIPLACE;COMPONENTE FRACTURADO;;MAQUINA;BMW
SMD;SIPLACE;COMPONENTE GIRADO ;;MAQUINA;BMW
SMD;SIPLACE;COMPONENTE MAL COLOCADO;;MAQUINA;BMW
SMD;SIPLACE;CONTAMINACION;;MAQUINA;BMW
SMD;SIPLACE;DESPLAZADOS;;MAQUINA;BMW
SMD;SIPLACE;FALLA DE VISION ;;MAQUINA;BMW
SMD;SIPLACE;FALTANTE;;MAQUINA;BMW
SMD;SIPLACE;FEEDER DAÑADO;;MAQUINA;BMW
SMD;SIPLACE;MAL FLUJO;;MANO DE OBRA;BMW
SMD;SIPLACE;PANEL ABORTADO;;MAQUINA;BMW
SMD;SIPLACE;PANEL ATORADO;;MAQUINA;BMW
SMD;SIPLACE;PANEL ENCIMADO;;MAQUINA;BMW
SMD;SIPLACE;PANEL QUEBRADO;;MAQUINA;BMW
SMD;SIPLACE;TOMBSTONE;;MAQUINA;BMW
SMD;HORNO DE REFLUJO;BARRIDA;;MANO DE OBRA;BMW
SMD;HORNO DE REFLUJO;CANTO;;METODO;BMW
SMD;HORNO DE REFLUJO;COBRE EXPUESTO;;MAQUINA;BMW
SMD;HORNO DE REFLUJO;COMPONENTE ELEVADO;;MAQUINA;BMW
SMD;HORNO DE REFLUJO;COMPONENTE FRACTURADO;;MAQUINA;BMW
SMD;HORNO DE REFLUJO;COMPONENTE GIRADO ;;MAQUINA;BMW
SMD;HORNO DE REFLUJO;CONTAMINACION;;MAQUINA;BMW
SMD;HORNO DE REFLUJO;CORTOS;;MAQUINA;BMW
SMD;HORNO DE REFLUJO;DESPLAZADOS;;MAQUINA;BMW
SMD;HORNO DE REFLUJO;DESPLAZADOS PO GUIA CENTRAL;;MAQUINA;BMW
SMD;HORNO DE REFLUJO;PANEL ABORTADO;;METODO;BMW
SMD;HORNO DE REFLUJO;PANEL ATORADO;;MAQUINA;BMW
SMD;HORNO DE REFLUJO;PANEL ENCIMADO;;MANO DE OBRA;BMW
SMD;HORNO DE REFLUJO;PANEL QUEBRADO;;MAQUINA;BMW
SMD;HORNO DE REFLUJO;PANEL QUEMADO;;MAQUINA;BMW
SMD;HORNO DE REFLUJO;PASTA SIN REFLUIR;;MAQUINA;BMW
SMD;HORNO DE REFLUJO;TOMBSTONE;;MAQUINA;BMW
SMD;HORNO DE REFLUJO;UNIDAD QUEMADA;;MAQUINA;BMW
SMD;HORNO DE REFLUJO;UNIDAD CAIDA EN HORNO;;MAQUINA;BMW
SMD;AOI;COBRE EXPUESTO;;MAQUINA;BMW
SMD;AOI;CONTAMINACION;;MAQUINA;BMW
SMD;AOI;DATA MATRIX ILEGIBLE;;MAQUINA;BMW
SMD;AOI;FALLA DE VISION ;;MAQUINA;BMW
SMD;AOI;INDICE VIEJO ;;METODO;BMW
SMD;AOI;PANEL ABORTADO;;MAQUINA;BMW
SMD;AOI;PANEL ATORADO;;MAQUINA;BMW
SMD;AOI;PANEL ENCIMADO;;MAQUINA;BMW
SMD;AOI;PANEL QUEBRADO;;MAQUINA;BMW
SMD;AOI;UNIDAD CAIDA AL PISO;;MAQUINA;BMW
SMD;DESPANALIZADO ;MAL DESPANELIZADA;;MANO DE OBRA;BMW
SMD;DESPANALIZADO ;UNIDAD CAIDA AL PISO;;METODO;BMW
SMD;DESPANALIZADO;UNIDAD DAÑADA;;MAQUINA;BMW
SMD;MOTOR PIN-PRESS;UNIDAD CAIDA AL PISO;;METODO;BMW
SMD;MOTOR PIN-PRESS;UNIDAD DAÑADA;;MAQUINA;BMW
SMD;MOTOR PIN-PRESS;UNIDAD MAL PRENSADA;;MAQUINA;BMW
SMD;MOTOR PIN-PRESS;PCB DAÑADO;;MAQUINA;BMW
SMD;MOTOR PIN-PRESS;COMPONENTE FRACTURADO;;MAQUINA;BMW
SMD;MOTOR PIN-PRESS;MAL FLUJO;;MANO DE OBRA;BMW
SMD;MOTOR PIN-PRESS;UNIDAD CAIDA AL PISO;;MANO DE OBRA;BMW
SMD;MOTOR PIN-PRESS;UNIDAD GOLPEADA;;MANO DE OBRA;BMW
SMD;MOTOR PIN-PRESS;MOTOR MAL PRENSADO;;MAQUINA;BMW
SMD;ICT;COMPONENTE FRACTURADO;;MAQUINA;BMW
SMD;ICT;CONTAMINACION;;MAQUINA;BMW
SMD;ICT;DATA MATRIX ILEGIBLE;;MAQUINA;BMW
SMD;ICT;EXCESO DE PASS-COUNT;;METODO;BMW
SMD;ICT;MAL FLUJO;;MANO DE OBRA;BMW
SMD;ICT;SIN INTERLOCKING;;MANO DE OBRA;BMW
SMD;ICT;SIN PRUEBA ANTERIOR;;MANO DE OBRA;BMW
SMD;ICT;UNIDAD CAIDA AL PISO;;METODO;BMW
SMD;ICT;UNIDAD DAÑADA;;MAQUINA;BMW
SMD;ICT;UNIDAD GOLPEADA;;METODO;BMW
